,Movie_name,movie_type,Director,Actors,Movie_Description,Release_Year,Time_duration'M',Imdb_Rating,Imdb_votes,Meta_score,Decade
466, Escape Plan,R,Mikael Håfström,Sylvester StalloneArnold Schwarzenegger50 Cent,"When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.",2013,115,6.7,265000,49.0,2010
467, Eat Pray Love,PG-13,Ryan Murphy,Julia RobertsJavier BardemRichard Jenkins,"A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself"".",2010,133,5.8,110000,50.0,2010
468, Fatal Attraction,R,Adrian Lyne,Michael DouglasGlenn CloseAnne Archer,A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.,1987,119,6.9,106000,67.0,1980
469, Bicycling with Molière,Not Rated,Philippe Le Guay,Fabrice LuchiniLambert WilsonMaya Sansa,Two actors. One play. Can the differences between the two egocentric men be put aside for the sake of friendship and theatre?,2013,104,6.6,3200,61.0,2010
470, Tinker Tailor Soldier Spy,R,Tomas Alfredson,Gary OldmanColin FirthTom Hardy,"In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet Agent within MI6.",2011,127,7.0,220000,85.0,2010
471, Mission: Impossible - Ghost Protocol,PG-13,Brad Bird,Tom CruiseJeremy RennerSimon Pegg,"The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.",2011,132,7.4,542000,73.0,2010
472, Sleeping with the Enemy,R,Joseph Ruben,Julia RobertsPatrick BerginKevin Anderson,"A librarian fakes her death to escape her abusive marriage and start a new life elsewhere, but her husband manages to track her down.",1991,99,6.3,68000,48.0,1990
473, Salt,PG-13,Phillip Noyce,Angelina JolieLiev SchreiberChiwetel Ejiofor,A CIA agent goes on the run after a defector accuses her of being a Russian spy.,2010,100,6.5,337000,65.0,2010
474, Non-Stop,PG-13,Jaume Collet-Serra,Liam NeesonJulianne MooreScoot McNairy,"An air marshal springs into action during a transatlantic flight after receiving a series of text messages demanding $150 million into an off-shore account, or someone will die every 20 minutes.",2014,106,6.9,282000,56.0,2010
475, Taken 2,PG-13,Olivier Megaton,Liam NeesonFamke JanssenMaggie Grace,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",2012,92,6.2,330000,45.0,2010
476, Pirates of the Caribbean: On Stranger Tides,PG-13,Rob Marshall,Johnny DeppPenélope CruzIan McShane,"Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.",2011,136,6.6,585000,45.0,2010
477, The Spy Who Loved Me,PG,Lewis Gilbert,Roger MooreBarbara BachCurd Jürgens,"James Bond investigates the hijacking of British and Russian submarines carrying nuclear warheads, with the help of a K.G.B. agent whose lover he killed.",1977,125,7.0,120000,55.0,1970
478, From Russia with Love,PG,Terence Young,Sean ConneryRobert ShawLotte Lenya,James Bond willingly falls into an assassination plot involving a naive Russian beauty in order to retrieve a Soviet encryption device that was stolen by the organization Spectre.,1963,115,7.3,151000,83.0,1960
479, Cube,R,Vincenzo Natali,Nicole de BoerMaurice Dean WintDavid Hewlett,A group of strangers awaken to find themselves placed in a giant cube. Each one of them is gifted with a special skill and they must work together to escape an endless maze of deadly traps.,1997,90,7.1,255000,61.0,1990
480, Home Alone,PG,Chris Columbus,Macaulay CulkinJoe PesciDaniel Stern,"An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas Eve.",1990,103,7.7,695000,63.0,1990
481, Diamonds Are Forever,PG,Guy Hamilton,Sean ConneryJill St. JohnCharles Gray,A diamond smuggling investigation leads James Bond to Las Vegas where he uncovers an evil plot involving a rich business tycoon.,1971,120,6.5,118000,59.0,1970
482, The Hand That Rocks the Cradle,R,Curtis Hanson,Annabella SciorraRebecca De MornayMatt McCoy,"After her sex offender husband gets caught in the act and kills himself, an embittered pregnant widow loses her child, and embarks on a mission of vengeance against one of her husband's victims and the woman's family.",1992,110,6.7,51000,64.0,1990
483, Prometheus,R,Ridley Scott,Noomi RapaceLogan Marshall-GreenMichael Fassbender,"Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone.",2012,124,7.0,675000,64.0,2010
484, Lethal Weapon 2,R,Richard Donner,Mel GibsonDanny GloverJoe Pesci,Riggs and Murtaugh are on the trail of South African diplomats who are using their immunity to engage in criminal activities.,1989,114,7.3,195000,70.0,1980
485, Die Hard 2,R,Renny Harlin,Bruce WillisWilliam AthertonBonnie Bedelia,"John McClane attempts to avert disaster as rogue military operatives seize control of Dulles International Airport in Washington, D.C.",1990,124,7.1,396000,67.0,1990
486, The Crazies,R,Breck Eisner,Radha MitchellTimothy OlyphantDanielle Panabaker,"After a strange and insecure plane crash, an unusual toxic virus enters a quaint farming town. A young couple are quarantined, but they fight for survival along with help from a couple of people.",2010,101,6.5,133000,56.0,2010
487, Exam,Not Rated,Stuart Hazeldine,Adar BeckLuke MablyGemma Chan,"Eight candidates for a highly desirable corporate job are locked together in an exam room and given a final test with just one seemingly simple question. However, it doesn't take long for confusion to ensue and tensions to unravel.",2009,101,6.7,130000,65.0,2000
488, Closer,R,Mike Nichols,Natalie PortmanJude LawClive Owen,The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.,2004,104,7.2,244000,68.78,2000
489, Together,R,Lukas Moodysson,Lisa LindgrenMichael NyqvistEmma Samuelsson,"In 1975, the dynamics of a Swedish commune begin to change upon the arrival of a beaten wife and her two kids.",2000,106,7.4,25000,84.0,2000
490, Mamma Mia!,PG-13,Phyllida Lloyd,Meryl StreepPierce BrosnanAmanda Seyfried,"Donna, an independent hotelier, is preparing for her daughter's wedding with the help of two old friends. Meanwhile Sophie, the spirited bride, has a plan. She invites three men from her mother's past in hope of meeting her real father.",2008,108,6.5,290000,51.0,2000
491,300,R,Zack Snyder,Gerard ButlerLena HeadeyDavid Wenham,"In the ancient battle of Thermopylae, King Leonidas and 300 Spartans fight against Xerxes and his massive Persian army.",2006,117,7.6,889000,52.0,2000
492, High Tension,R,Alexandre Aja,Cécile de FranceMaïwennPhilippe Nahon,"Best friends Marie and Alexia decide to spend a quiet weekend at Alexia's parents' secluded farmhouse. But on the night of their arrival, the girls' idyllic getaway turns into an endless night of horror.",2003,91,6.7,80000,42.0,2000
493, Final Destination,R,James Wong,Devon SawaAli LarterKerr Smith,"After getting a premonition about a plane crash on his school trip, Alex, a student, saves a few of his classmates. However, their situation gets complicated when death starts chasing them.",2000,98,6.7,299000,39.0,2000
494, I Know What You Did Last Summer,R,Jim Gillespie,Jennifer Love HewittSarah Michelle GellarAnne Heche,Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.,1997,101,5.8,165000,52.0,1990
495," Me, Myself & Irene",R,sBobby FarrellyPeter Farrelly,Jim CarreyRenée ZellwegerAnthony Anderson,A nice-guy cop with Dissociative Identity Disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.,2000,116,6.6,258000,49.0,2000
496, The Darjeeling Limited,R,Wes Anderson,Owen WilsonAdrien BrodyJason Schwartzman,"A year after their father's funeral, three brothers travel across India by train in an attempt to bond with each other.",2007,91,7.2,223000,67.0,2000
497, Fear,R,James Foley,Mark WahlbergReese WitherspoonWilliam Petersen,"When Nicole met handsome, charming, affectionate David, he was everything. It seemed perfect, but soon she sees that David has a darker side. And his adoration turns to obsession, their dream into a nightmare, and her love into fear.",1996,97,6.2,58000,51.0,1990
498, Planet Terror,R,Robert Rodriguez,Rose McGowanFreddy RodríguezJosh Brolin,"After an experimental bio-weapon is released, turning thousands into zombie-like creatures, it's up to a rag-tag group of survivors to stop the infected and those behind its release.",2007,105,7.0,228000,68.78,2000
499, The Descent,R,Neil Marshall,Shauna MacdonaldNatalie MendozaAlex Reid,"A caving expedition goes horribly wrong, as the explorers become trapped and ultimately pursued by a strange breed of predators.",2005,99,7.2,259000,71.0,2000
