Movie_name,Release_Year,Time_duration,Imdb_Rating,Imdb_votes,Meta_score,movie_type,Director,Actors,Movie_Description
 Lilya 4-Ever,2002,1h 49m,7.8,52000.0,83.0,R,Lukas Moodysson,Oksana AkinshinaArtyom BogucharskiyPavel Ponomaryov,"Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life."
 The Sea Inside,2004,2h 6m,8.0,87000.0,74.0,PG-13,Alejandro Amenábar,Javier BardemBelén RuedaLola Dueñas,"The factual story of Spaniard Ramon Sampedro, who fought a 28-year campaign in favor of euthanasia and his own right to die."
 Catch Me If You Can,2002,2h 21m,8.1,1200000.0,75.0,PG-13,Steven Spielberg,Leonardo DiCaprioTom HanksChristopher Walken,"Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit."
 Man on the Moon,1999,1h 58m,7.4,141000.0,58.0,R,Milos Forman,Jim CarreyDanny DeVitoGerry Becker,The life and career of legendary comedian Andy Kaufman.
 Alive,1993,2h 8m,7.1,67000.0,56.0,R,Frank Marshall,Ethan HawkeVincent SpanoJosh Hamilton,"After crash-landing in the snowswept Andes, a Uruguayan rugby team has no choice but to turn to desperate measures in order to survive."
 Spy Game,2001,2h 6m,7.1,172000.0,63.0,R,Tony Scott,Robert RedfordBrad PittCatherine McCormack,Retiring CIA agent Nathan Muir recalls his training of Tom Bishop while working against agency politics to free him from his Chinese captors.
 Changeling,2008,2h 21m,7.7,271000.0,63.0,R,Clint Eastwood,Angelina JolieColm FeoreAmy Ryan,"After Christine's son goes missing, she reaches out to the LAPD to find him, but when they try to pass off an impostor as her son to quiet public protests, she refuses to accept him or give up hope."
 The Reader,2008,2h 4m,7.6,268000.0,58.0,R,Stephen Daldry,Kate WinsletRalph FiennesBruno Ganz,"Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end, law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial."
 Predator,1987,1h 47m,7.8,476000.0,47.0,R,John McTiernan,Arnold SchwarzeneggerCarl WeathersKevin Peter Hall,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.
 Heist,2001,1h 49m,6.5,40000.0,66.0,R,David Mamet,Gene HackmanRebecca PidgeonDanny DeVito,"A career jewel thief finds himself at tense odds with his longtime partner, a crime boss who sends his nephew to keep watch."
 The Bank Job,2008,1h 51m,7.2,193000.0,69.0,R,Roger Donaldson,Jason StathamSaffron BurrowsStephen Campbell Moore,Martine offers Terry a lead on a foolproof bank hit on London's Baker Street. She targets a roomful of safe deposit boxes worth millions in cash and jewelry along with a treasure trove of dirty secrets.
 Blue Velvet,1986,2h,7.7,232000.0,75.0,R,David Lynch,Isabella RosselliniKyle MacLachlanDennis Hopper,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child."
 High Fidelity,2000,1h 53m,7.4,195000.0,79.0,R,Stephen Frears,John CusackIben HjejleTodd Louiso,"Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress."
 The Curious Case of Benjamin Button,2008,2h 46m,7.8,721000.0,70.0,PG-13,David Fincher,Brad PittCate BlanchettTilda Swinton,"Benjamin Button, born in 1918 with the physical state of an elderly man, ages in reverse. He experiences love and break-ups, ecstasy and sorrow, and timelessness by the time he dies in 2003 as a baby."
 The English Patient,1996,2h 42m,7.4,209000.0,86.0,R,Anthony Minghella,Ralph FiennesJuliette BinocheWillem Dafoe,"At the close of World War II, a young nurse tends to a badly burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair."
 The Wizard of Oz,1939,1h 42m,8.1,450000.0,92.0,G,sVictor FlemingKing Vidor,Judy GarlandFrank MorganRay Bolger,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes."
 The Philadelphia Story,1940,1h 52m,7.8,76000.0,96.0,Approved,George Cukor,Cary GrantKatharine HepburnJames Stewart,"After a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself."
 Rio Bravo,1959,2h 21m,8.0,71000.0,93.0,Approved,Howard Hawks,John WayneDean MartinRicky Nelson,"A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy."
 The Chorus,2004,1h 37m,7.8,69000.0,56.0,PG-13,Christophe Barratier,Gérard JugnotFrançois BerléandJean-Baptiste Maunier,"Pierre, a successful orchestra conductor, returns home when his mother dies. He stumbles upon an old diary and recollects the childhood school memories and his music teacher Clement Mathieu."
 Lord of War,2005,2h 2m,7.6,349000.0,62.0,R,Andrew Niccol,Nicolas CageEthan HawkeJared Leto,An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.
" Lock, Stock and Two Smoking Barrels",1998,1h 47m,8.1,634000.0,67.0,R,Guy Ritchie,Jason FlemyngDexter FletcherNick Moran,"When four small-time criminals lose a rigged poker game against a London kingpin, he gives them one week to settle their enormous debt."
 Big Fish,2003,2h 5m,8.0,469000.0,58.0,PG-13,Tim Burton,Ewan McGregorAlbert FinneyBilly Crudup,A frustrated son tries to determine the fact from fiction in his dying father's life.
 Dead Alive,1992,1h 44m,7.5,107000.0,54.0,R,Peter Jackson,Timothy BalmeDiana PeñalverElizabeth Moody,"A young man's mother is bitten by a Sumatran rat-monkey. She gets sick and dies, at which time she comes back to life, killing and eating dogs, nurses, friends, and neighbors."
