Movie_name,Release_Year,Time_duration,Imdb_Rating,Imdb_votes,Meta_score,movie_type,Director,Actors,Movie_Description
 Batman Begins,2005,2h 20m,8.2,1600000.0,70.0,PG-13,Christopher Nolan,Christian BaleMichael CaineKen Watanabe,"After witnessing his parents' death, billionaire Bruce Wayne learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city."
 Skyfall,2012,2h 23m,7.8,750000.0,81.0,PG-13,Sam Mendes,Daniel CraigJavier BardemNaomie Harris,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost."
 The Treasure of the Sierra Madre,1948,2h 6m,8.2,137000.0,98.0,Approved,John Huston,Humphrey BogartWalter HustonTim Holt,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.
 The Untouchables,1987,1h 59m,7.8,343000.0,79.0,R,Brian De Palma,Kevin CostnerSean ConneryRobert De Niro,"During Prohibition, Treasury agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone, and assembles a small, incorruptible team to help him."
 The Truman Show,1998,1h 43m,8.2,1300000.0,90.0,PG,Peter Weir,Jim CarreyEd HarrisLaura Linney,An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.
 Reservoir Dogs,1992,1h 39m,8.3,1100000.0,81.0,R,Quentin Tarantino,Harvey KeitelTim RothMichael Madsen,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant."
 The Apartment,1960,2h 5m,8.3,209000.0,94.0,Approved,Billy Wilder,Jack LemmonShirley MacLaineFred MacMurray,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but office politics and his own romantic hopes complicate matters."
 The Big Sleep,1946,1h 54m,7.9,93000.0,86.0,Approved,Howard Hawks,Humphrey BogartLauren BacallJohn Ridgely,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail--and what might be love."
 Amour,2012,2h 7m,7.9,108000.0,95.0,PG-13,Michael Haneke,Jean-Louis TrintignantEmmanuelle RivaIsabelle Huppert,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested."
 The Grump,2014,1h 42m,6.7,3100.0,90.0,Not Rated,Dome Karukoski,Antti LitjaPetra FreyMari Perankoski,"A grumpy old man who hates post-1953 changes falls and must spend a weekend in Helsinki. His injury forces family time and involvement in his daughter-in-law's business deal, while confronting his own failings as a father."
 Ben-Hur,1959,3h 32m,8.1,263000.0,78.42,G,William Wyler,Charlton HestonJack HawkinsStephen Boyd,"A Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, but it's not long before he regains his freedom and comes back for revenge."
 Happiness,1998,2h 14m,7.7,77000.0,81.0,NC-17,Todd Solondz,Jane AdamsJon LovitzPhilip Seymour Hoffman,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts which society as a whole might find disturbing in a desperate search for human connection."
 8½,1963,2h 18m,8.0,129000.0,93.0,Not Rated,Federico Fellini,Marcello MastroianniAnouk AiméeClaudia Cardinale,A harried movie director retreats into his memories and fantasies.
 Thelma & Louise,1991,2h 10m,7.6,183000.0,89.0,R,Ridley Scott,Susan SarandonGeena DavisHarvey Keitel,"Two best friends set out on an adventure, but it soon turns around to a terrifying escape from being hunted by the police, as these two women escape for the crimes they committed."
 Downfall,2004,2h 36m,8.2,388000.0,82.0,R,Oliver Hirschbiegel,Bruno GanzAlexandra Maria LaraUlrich Matthes,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII."
 Rocky,1976,2h,8.1,659000.0,70.0,PG,John G. Avildsen,Sylvester StalloneTalia ShireBurt Young,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.
 Gran Torino,2008,1h 56m,8.1,838000.0,73.0,R,Clint Eastwood,Clint EastwoodBee VangChristopher Carley,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself."
 Strangers on a Train,1951,1h 41m,7.9,145000.0,88.0,PG,Alfred Hitchcock,Farley GrangerRobert WalkerRuth Roman,A psychopath tries to forcibly persuade a tennis star to agree to his theory that two strangers can get away with murder by submitting to his plan to kill the other's most-hated person.
 Who's Afraid of Virginia Woolf?,1966,2h 11m,8.0,82000.0,75.0,Approved,Mike Nichols,Elizabeth TaylorRichard BurtonGeorge Segal,"A middle-aged New England associate professor and his wife, with the help of alcohol, use their young guests to fuel anguish and emotional pain towards each other over the course of a distressing night."
 The Exorcist,1973,2h 2m,8.1,477000.0,83.0,R,William Friedkin,Ellen BurstynMax von SydowLinda Blair,"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life."
 The Terminator,1984,1h 47m,8.1,963000.0,84.0,R,James Cameron,Arnold SchwarzeneggerLinda HamiltonMichael Biehn,A cyborg assassin from the future attempts to find and kill a young woman who is destined to give birth to a warrior that will lead a resistance to save humankind from extinction.
 The Hobbit: An Unexpected Journey,2012,2h 49m,7.8,902000.0,58.0,PG-13,Peter Jackson,Martin FreemanIan McKellenRichard Armitage,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home and the gold within it from the dragon Smaug."
 Kill Bill: Vol,2004,2h 17m,8.0,837000.0,83.0,R,Quentin Tarantino,Uma ThurmanDavid CarradineMichael Madsen,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle."
 Gladiator,2000,2h 35m,8.5,1800000.0,67.0,R,Ridley Scott,Russell CroweJoaquin PhoenixConnie Nielsen,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.
 Traffic,2000,2h 27m,7.5,225000.0,86.0,R,Steven Soderbergh,Michael DouglasBenicio Del ToroCatherine Zeta-Jones,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business."
 Zodiac,2007,2h 37m,7.7,634000.0,79.0,R,David Fincher,Jake GyllenhaalRobert Downey Jr.Mark Ruffalo,"Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree."
 The Green Mile,1999,3h 9m,8.6,1500000.0,61.0,R,Frank Darabont,Tom HanksMichael Clarke DuncanDavid Morse,A death row guard learns that a gentle giant in his charge possesses a mysterious gift.
 Avatar,2009,2h 42m,7.9,1400000.0,83.0,PG-13,James Cameron,Sam WorthingtonZoe SaldañaSigourney Weaver,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.
 Halloween,1978,1h 31m,7.7,323000.0,90.0,R,John Carpenter,Donald PleasenceJamie Lee CurtisTony Moran,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois, to kill again."
 Casino,1995,2h 58m,8.2,591000.0,73.0,R,Martin Scorsese,Robert De NiroSharon StoneJoe Pesci,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite."
 Jaws,1975,2h 4m,8.1,693000.0,87.0,PG,Steven Spielberg,Roy ScheiderRobert ShawRichard Dreyfuss,"When a massive killer shark unleashes chaos on a beach community off Long Island, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down."
 Once Upon a Time in the West,1968,2h 46m,8.5,367000.0,82.0,PG-13,Sergio Leone,Henry FondaCharles BronsonClaudia Cardinale,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.
 Notorious,1946,1h 42m,7.9,111000.0,100.0,Approved,Alfred Hitchcock,Cary GrantIngrid BergmanClaude Rains,The daughter of a convicted German spy is asked by American agents to gather information on a ring of German scientists in South America. How far will she have to go to ingratiate herself with them?
 The Great Escape,1963,2h 52m,8.2,268000.0,86.0,Approved,John Sturges,Steve McQueenJames GarnerRichard Attenborough,"Allied officers in a German prisoner of war camp during World War II making a daring plan for a mass escape by hundreds of their men, hoping to draw German personnel and resources away from combat operations."
 The Nightmare Before Christmas,1993,1h 16m,7.9,395000.0,82.0,PG,Henry Selick,Danny ElfmanChris SarandonCatherine O'Hara,"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion."
 Goldfinger,1964,1h 50m,7.7,209000.0,87.0,Approved,Guy Hamilton,Sean ConneryGert FröbeHonor Blackman,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve."
 Death Proof,2007,2h 7m,7.0,324000.0,86.0,R,Quentin Tarantino,Kurt RussellZoë BellRosario Dawson,"Two separate sets of voluptuous women are stalked at different times by a scarred stuntman who uses his ""death proof"" cars to execute his murderous plans."
 Argo,2012,2h,7.7,652000.0,78.42,R,Ben Affleck,Ben AffleckBryan CranstonJohn Goodman,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979."
 Milk,2008,2h 8m,7.5,183000.0,83.0,R,Gus Van Sant,Sean PennJosh BrolinEmile Hirsch,"The story of American gay activist Harvey Milk, who fought for gay rights and was elected as California's first openly gay official."
 Being John Malkovich,1999,1h 53m,7.7,362000.0,90.0,R,Spike Jonze,John CusackCameron DiazCatherine Keener,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.
 Black Swan,2010,1h 48m,8.0,858000.0,79.0,R,Darren Aronofsky,Natalie PortmanMila KunisVincent Cassel,"Nina is a talented but unstable ballerina on the verge of stardom. Pushed to the breaking point by her artistic director and a seductive rival, Nina's grip on reality slips, plunging her into a waking nightmare."
 The Others,2001,1h 44m,7.6,409000.0,74.0,PG-13,Alejandro Amenábar,Nicole KidmanChristopher EcclestonFionnula Flanagan,"In 1945, immediately following the end of Second World War, a woman who lives with her two photosensitive children on her darkened old family estate in the Channel Islands becomes convinced that the home is haunted."
 Brokeback Mountain,2005,2h 14m,7.7,400000.0,87.0,R,Ang Lee,Jake GyllenhaalHeath LedgerMichelle Williams,"Two shepherds fall for each other, but their relationship becomes complicated when they both get married to their respective girlfriends."
 Collateral,2004,2h,7.5,448000.0,71.0,R,Michael Mann,Tom CruiseJamie FoxxJada Pinkett Smith,A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.
 Jackie Brown,1997,2h 34m,7.5,389000.0,62.0,R,Quentin Tarantino,Pam GrierSamuel L. JacksonRobert Forster,"A flight attendant with a criminal past gets nabbed by the ATF for smuggling. Under pressure to become an informant against the illegal arms dealer she works for, she must find a way to secure her future without getting killed."
 Casino Royale,2006,2h 24m,8.0,717000.0,80.0,PG-13,Martin Campbell,Daniel CraigEva GreenJudi Dench,"After earning a licence to kill, secret agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, in Montenegro."
 Platoon,1986,2h,8.1,456000.0,92.0,R,Oliver Stone,Charlie SheenTom BerengerWillem Dafoe,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict."
 The Thin Red Line,1998,2h 50m,7.6,206000.0,78.0,R,Terrence Malick,Jim CaviezelSean PennNick Nolte,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War."
 The Hunger Games: Catching Fire,2013,2h 26m,7.5,747000.0,76.0,PG-13,Francis Lawrence,Jennifer LawrenceJosh HutchersonLiam Hemsworth,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.
 The Godfather Part III,1990,2h 42m,7.6,439000.0,60.0,R,Francis Ford Coppola,Al PacinoDiane KeatonAndy Garcia,"Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire."
 American History X,1998,1h 59m,8.5,1200000.0,62.0,R,Tony Kaye,Edward NortonEdward FurlongBeverly D'Angelo,"Living a life marked by violence, neo-Nazi Derek finally goes to prison after killing two black youths. Upon his release, Derek vows to change; he hopes to prevent his brother, Danny, who idolizes Derek, from following in his footsteps."
 Dead Poets Society,1989,2h 8m,8.1,589000.0,79.0,PG,Peter Weir,Robin WilliamsRobert Sean LeonardEthan Hawke,"Maverick teacher John Keating returns in 1959 to the prestigious New England boys' boarding school where he was once a star student, using poetry to embolden his pupils to new heights of self-expression."
 The Visitor,2007,1h 44m,7.6,45000.0,79.0,PG-13,Tom McCarthy,Richard JenkinsHaaz SleimanDanai Gurira,A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.
 Talk to Her,2002,1h 52m,7.9,120000.0,86.0,R,Pedro Almodóvar,Rosario FloresJavier CámaraDarío Grandinetti,Two men share an odd friendship while they care for two women who are both in deep comas.
 The Girl with the Dragon Tattoo,2009,2h 32m,7.8,227000.0,76.0,R,Niels Arden Oplev,Michael NyqvistNoomi RapaceEwa Fröling,"Influential industrialist Vanger's niece Harriet disappeared under mysterious circumstances 40 years ago. As a last attempt at solving the case, he hires investigative journalist Mikael Blomkvist."
 Das Boot,1981,2h 29m,8.4,279000.0,85.0,R,Wolfgang Petersen,Jürgen ProchnowHerbert GrönemeyerKlaus Wennemann,A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.
 Sideways,2004,2h 7m,7.5,211000.0,94.0,,Alexander Payne,Paul GiamattiThomas Haden ChurchVirginia Madsen,"Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle."
 Scent of a Woman,1992,2h 36m,8.0,350000.0,57.0,R,Martin Brest,Al PacinoChris O'DonnellJames Rebhorn,"A prep school student needing money agrees to ""babysit"" a blind man, but the job is not at all what he anticipated."
 Deliverance,1972,1h 49m,7.6,124000.0,80.0,R,John Boorman,Jon VoightBurt ReynoldsNed Beatty,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country."
 Taken,2008,1h 30m,7.7,655000.0,51.0,PG-13,Pierre Morel,Liam NeesonMaggie GraceFamke Janssen,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris."
 Back to the Future Part II,1989,1h 48m,7.8,597000.0,57.0,PG,Robert Zemeckis,Michael J. FoxChristopher LloydLea Thompson,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip."
 The Incredible Shrinking Man,1957,1h 21m,7.6,21000.0,73.0,Approved,Jack Arnold,Grant WilliamsRandy StuartApril Kent,"After Scott Carey begins to shrink because of exposure to a combination of radiation and insecticide, medical science is powerless to help him."
 The Fugitive,1993,2h 10m,7.8,333000.0,87.0,PG-13,Andrew Davis,Harrison FordTommy Lee JonesSela Ward,"Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal."
 Shutter Island,2010,2h 18m,8.2,1500000.0,63.0,R,Martin Scorsese,Leonardo DiCaprioEmily MortimerMark Ruffalo,Two US marshals are sent to a mental institution on an inhospitable island in order to investigate the disappearance of a patient.
 The Big Lebowski,1998,1h 57m,8.1,889000.0,71.0,R,sJoel CoenEthan Coen,Jeff BridgesJohn GoodmanJulianne Moore,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it."
 Last Tango in Paris,1972,2h 9m,6.8,61000.0,77.0,NC-17,Bernardo Bertolucci,Marlon BrandoMaria SchneiderMaria Michi,A young Parisian woman meets a middle-aged American businessman who demands their clandestine relationship be based only on sex.
 The Talented Mr,1999,2h 19m,7.4,261000.0,76.0,R,Anthony Minghella,Matt DamonGwyneth PaltrowJude Law,"In late 1950s New York, a young underachiever named Tom Ripley is sent to Italy to retrieve Dickie Greenleaf, a rich and spoiled millionaire playboy. But when the errand fails, Ripley takes extreme measures."
 First Blood,1982,1h 33m,7.7,289000.0,61.0,R,Ted Kotcheff,Sylvester StalloneBrian DennehyRichard Crenna,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.
 The Ghost Writer,2010,2h 8m,7.2,174000.0,77.0,PG-13,Roman Polanski,Ewan McGregorPierce BrosnanOlivia Williams,A ghostwriter uncovers a dark secret while working on the memoirs of England's former Prime Minister.
 Million Dollar Baby,2004,2h 12m,8.1,745000.0,86.0,PG-13,Clint Eastwood,Hilary SwankClint EastwoodMorgan Freeman,"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond."
 The Man Who Wasn't There,2001,1h 56m,7.5,118000.0,73.0,R,Joel Coen,Billy Bob ThorntonFrances McDormandMichael Badalucco,"A laconic, chain-smoking barber blackmails his wife's boss and lover for money to invest in dry cleaning, but his plan goes terribly wrong."
 The Wrestler,2008,1h 49m,7.9,326000.0,80.0,R,Darren Aronofsky,Mickey RourkeMarisa TomeiEvan Rachel Wood,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle."
 Harry Brown,2009,1h 43m,7.2,93000.0,55.0,R,Daniel Barber,Michael CaineEmily MortimerDavid Bradley,An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.
 The Bourne Identity,2002,1h 59m,7.8,594000.0,68.0,PG-13,Doug Liman,Franka PotenteMatt DamonChris Cooper,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory."
 La Cage aux Folles,1978,1h 37m,7.2,12000.0,61.0,R,Édouard Molinaro,Ugo TognazziMichel SerraultClaire Maurier,"The manager of a Saint-Tropez nightclub featuring drag entertainment, and his star attraction, are a gay couple. Madness ensues when his straight son brings home a fiancée and her ultra-conservative parents to meet them."
 There Will Be Blood,2007,2h 38m,8.2,670000.0,93.0,R,Paul Thomas Anderson,Daniel Day-LewisPaul DanoCiarán Hinds,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business."
 Billy Elliot,2000,1h 50m,7.7,148000.0,74.0,R,Stephen Daldry,Jamie BellJulie WaltersJean Heywood,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.
 Little Miss Sunshine,2006,1h 41m,7.8,537000.0,80.0,R,sJonathan DaytonValerie Faris,Steve CarellToni ColletteGreg Kinnear,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.
 The Hobbit: The Battle of the Five Armies,2014,2h 24m,7.4,596000.0,59.0,R,Peter Jackson,Ian McKellenMartin FreemanRichard Armitage,Bilbo Baggins and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.
 The Hunger Games,2012,2h 22m,7.2,1000000.0,68.0,PG-13,Gary Ross,Jennifer LawrenceJosh HutchersonLiam Hemsworth,Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.
 Psycho,1960,1h 49m,8.5,751000.0,97.0,R,Alfred Hitchcock,Anthony PerkinsJanet LeighVera Miles,A secretary on the run for embezzlement takes refuge at a secluded California motel owned by a repressed man and his overbearing mother.
 E,1982,1h 55m,7.9,453000.0,92.0,PG,Steven Spielberg,Henry ThomasDrew BarrymorePeter Coyote,A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.
 Kramer vs,1979,1h 45m,7.8,161000.0,77.0,PG,Robert Benton,Dustin HoffmanMeryl StreepJane Alexander,"After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation."
 Under the Tuscan Sun,2003,1h 53m,6.7,63000.0,52.0,PG-13,Audrey Wells,Diane LaneRaoul BovaSandra Oh,"Frances Mayes, a 35-year-old San Francisco writer, gets a divorce that leaves her with terminal writer's block and depression. Later, she decides to buy a house in Tuscany in order to change her life."
 Transamerica,2005,1h 43m,7.3,43000.0,66.0,R,Duncan Tucker,Felicity HuffmanKevin ZegersFionnula Flanagan,"A transgender woman takes an unexpected journey when she learns that she had a son, now a teenage runaway hustling on the streets of New York."
 WALL·E,2008,1h 38m,8.4,1300000.0,95.0,G,Andrew Stanton,Ben BurttElissa KnightJeff Garlin,"A robot who is responsible for cleaning a waste-covered Earth meets another robot and falls in love with her. Together, they set out on a journey that will alter the fate of mankind."
 Dirty Harry,1971,1h 42m,7.7,175000.0,87.0,R,sDon SiegelClint Eastwood,Clint EastwoodAndrew RobinsonHarry Guardino,"When a man calling himself ""the Scorpio Killer"" menaces San Francisco, tough-as-nails Police Inspector ""Dirty"" Harry Callahan is assigned to track down the crazed psychopath."
 Star Wars: Episode III - Revenge of the Sith,2005,2h 20m,7.6,879000.0,68.0,PG-13,George Lucas,Hayden ChristensenNatalie PortmanEwan McGregor,"As the Clone Wars nears its end, Obi-Wan Kenobi pursues a new threat, while Anakin Skywalker is lured by Chancellor Palpatine into a sinister plot for galactic domination."
 Stand by Me,1986,1h 29m,8.1,464000.0,75.0,R,Rob Reiner,Wil WheatonRiver PhoenixCorey Feldman,A writer recounts a childhood journey with his friends to find the body of a missing boy.
 A Nightmare on Elm Street,1984,1h 31m,7.4,277000.0,76.0,R,Wes Craven,Heather LangenkampJohnny DeppRobert Englund,"Teenager Nancy Thompson must uncover the dark truth concealed by her parents after she and her friends become targets of the spirit of a serial killer with a bladed glove in their dreams, in which if they die, it kills them in real life."
 Finding Nemo,2003,1h 40m,8.2,1200000.0,90.0,G,sAndrew StantonLee Unkrich,Albert BrooksEllen DeGeneresAlexander Gould,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
 In the Mouth of Madness,1994,1h 35m,7.1,84000.0,53.0,R,John Carpenter,Sam NeillJürgen ProchnowJulie Carmen,An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.
 The Fifth Element,1997,2h 6m,7.6,526000.0,52.0,PG-13,Luc Besson,Bruce WillisMilla JovovichGary Oldman,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay."
 The Sixth Sense,1999,1h 47m,8.2,1100000.0,64.0,PG-13,M. Night Shyamalan,Bruce WillisHaley Joel OsmentToni Collette,"After being shot by a resentful former patient whom he failed to help, a Philadelphia child psychologist seeks redemption by treating a young boy with a disturbing secret."
 Amores Perros,2000,2h 34m,8.0,267000.0,83.0,R,Alejandro G. Iñárritu,Emilio EchevarríaGael García BernalGoya Toledo,"An amateur dog fighter, a supermodel, and a derelict assassin, all separately struggling to find love, find their lives transformed by a devastating car wreck in Mexico City."
 Jurassic Park,1993,2h 7m,8.2,1100000.0,68.0,PG-13,Steven Spielberg,Sam NeillLaura DernJeff Goldblum,"An industrialist invites some experts to visit his theme park of cloned dinosaurs. After a power failure, the creatures run loose, putting everyone's lives, including his grandchildren's, in danger."
 Carlito's Way,1993,2h 24m,7.9,240000.0,66.0,R,Brian De Palma,Al PacinoSean PennPenelope Ann Miller,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C."
 Army of Darkness,1992,1h 21m,7.4,202000.0,59.0,R,Sam Raimi,Bruce CampbellEmbeth DavidtzMarcus Gilbert,"When Ash Williams is accidentally transported to 1300 A.D., he must retrieve the Necronomicon and battle an army of the dead in order to return home."
 A Fish Called Wanda,1988,1h 48m,7.5,160000.0,80.0,R,sCharles CrichtonJohn Cleese,John CleeseJamie Lee CurtisKevin Kline,"In London, four very different people team up on a jewel heist, then try to double-cross one another for the loot, complicated by their efforts to fool the very proper barrister Archibald Leach."
 Good Will Hunting,1997,2h 6m,8.3,1100000.0,71.0,R,Gus Van Sant,Robin WilliamsMatt DamonBen Affleck,"Will Hunting, a janitor at MIT, has a gift for mathematics, but needs help from a psychologist to find direction in his life."
 Cat on a Hot Tin Roof,1958,1h 48m,7.9,55000.0,84.0,Approved,Richard Brooks,Elizabeth TaylorPaul NewmanBurl Ives,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.
 Total Recall,1990,1h 53m,7.5,368000.0,60.0,R,Paul Verhoeven,Arnold SchwarzeneggerSharon StoneMichael Ironside,"When a man goes in to have virtual vacation memories of the planet Mars implanted in his mind, an unexpected and harrowing series of events forces him to go to the planet for real - or is he?"
" Crouching Tiger, Hidden Dragon",2000,2h,7.9,288000.0,94.0,PG-13,Ang Lee,Chow Yun-FatMichelle YeohZiyi Zhang,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.
 Show Me Love,1998,1h 29m,7.5,57000.0,73.0,Not Rated,Lukas Moodysson,Alexandra DahlströmRebecka LiljebergErica Carlson,"Two teenage girls in small-town Sweden. Elin is beautiful, popular, and bored with life. Agnes is friendless, sad, and secretly in love with Elin."
 21 Grams,2003,2h 4m,7.6,250000.0,70.0,R,Alejandro G. Iñárritu,Sean PennBenicio Del ToroNaomi Watts,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con."
 Cape Fear,1991,2h 8m,7.3,226000.0,73.0,R,Martin Scorsese,Robert De NiroNick NolteJessica Lange,"A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him."
 Inside Man,2006,2h 9m,7.6,412000.0,76.0,R,Spike Lee,Denzel WashingtonClive OwenJodie Foster,"A police detective, a bank robber and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation."
 Sin City: A Dame to Kill For,2014,1h 42m,6.5,175000.0,46.0,R,sFrank MillerRobert Rodriguez,Mickey RourkeJessica AlbaJosh Brolin,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.
 Groundhog Day,1993,1h 41m,8.0,715000.0,72.0,PG,Harold Ramis,Bill MurrayAndie MacDowellChris Elliott,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day."
 JFK,1991,3h 9m,8.0,176000.0,72.0,R,Oliver Stone,Kevin CostnerGary OldmanJack Lemmon,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.
 Black Hawk Down,2001,2h 24m,7.7,439000.0,74.0,R,Ridley Scott,Josh HartnettEwan McGregorTom Sizemore,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis."
 Bad Education,2004,1h 46m,7.4,65000.0,81.0,R,Pedro Almodóvar,Gael García BernalFele MartínezJavier Cámara,An examination on the effect of Franco-era religious schooling and sexual abuse on the lives of two longtime friends.
 Watchmen,2009,2h 42m,7.6,597000.0,56.0,R,Zack Snyder,Jackie Earle HaleyPatrick WilsonCarla Gugino,"In a version of 1985 where superheroes exist, the murder of a colleague sends active vigilante Rorschach on the trail of a conspiracy that will change the course of history."
 The 100 Year-Old Man Who Climbed Out the Window and Disappeared,2013,1h 54m,7.0,43000.0,58.0,R,Felix Herngren,Robert GustafssonIwar WiklanderDavid Wiberg,"After living a long and colorful life, Allan Karlsson finds himself stuck in a nursing home. On his 100th birthday, he leaps out a window and begins an unexpected journey."
